Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2017-10-31,2514.24,2524.9,2504.11,2524.9,15668991
2017-11-02,2524.52,2532.85,2496.85,2501.4,15111578
2017-11-03,2503.49,2509.59,2483.21,2494.52,16356788
2017-11-06,2497.52,2522.12,2486.33,2515.34,14099583
2017-11-07,2521.05,2566.59,2521.05,2536.37,23705386
2017-11-08,2545.38,2548.95,2512.4,2513.34,20131826
2017-11-09,2513.25,2513.88,2466.03,2478.21,20885908
2017-11-10,2477.93,2482.26,2456.04,2457.62,26890891
2017-11-13,2458.9,2472.26,2442.08,2454.6,26688370
2017-11-14,2464.53,2477.1,2456.17,2464.35,20013919
2017-11-15,2460.26,2460.26,2412.78,2418.96,17079680
2017-11-16,2428.52,2438.67,2409.42,2411.11,24881517
2017-11-17,2412.64,2445.7,2410.81,2443.83,13232085
2017-11-20,2438.15,2470.34,2431.37,2468.09,14080013
2017-11-21,2469.21,2496.62,2465.91,2489.08,21240636
2017-11-22,2490.63,2500.37,2472.85,2489.5,18166710
2017-11-23,2482.04,2514.94,2473.79,2503.93,11572042
2017-11-24,2502.59,2518.04,2478.62,2479.25,11566354
2017-11-27,2477.97,2504.29,2471.74,2497.15,13570449
2017-11-28,2494.79,2498.45,2473.94,2485.71,18230603
2017-11-29,2491.96,2506.2,2436.24,2436.24,17024671
2017-11-30,2436.48,2449.14,2408.69,2408.69,44732462
2017-12-01,2411.13,2430.44,2376.91,2389.92,20569569
2017-12-04,2392.69,2424.97,2370.52,2404.15,18495602
2017-12-05,2403.25,2423.52,2396.6,2407.72,16610992
2017-12-06,2400.9,2405.69,2383.18,2394.67,28557507
2017-12-07,2396.49,2414,2378.22,2393.34,30207862
2017-12-08,2400.6,2426.9,2397.88,2408.83,24553428
2017-12-11,2410.81,2417.3,2381.8,2386.93,13452021
2017-12-12,2385.06,2413.68,2375.2,2413.68,23133977
2017-12-13,2411.34,2415.97,2400.94,2409.46,16886531
2017-12-14,2405.42,2434.61,2404.08,2434.61,25027430
2017-12-15,2430.72,2432.48,2402.95,2416.95,39453558
2017-12-18,2420.28,2466.08,2420.28,2466.08,16866578
2017-12-19,2465.96,2478.97,2455.99,2455.99,14650308
2017-12-20,2455.5,2473.47,2453.77,2459.33,16781086
2017-12-21,2460.57,2467.89,2450.37,2463.59,14932691
2017-12-22,2462.69,2468.27,2445.65,2445.65,10108301
2017-12-27,2445.51,2480.63,2445.51,2480.63,16984290
2017-12-28,2475.48,2484.41,2464.31,2480.25,14429626
2017-12-29,2479.48,2481.71,2452.07,2461.21,14249523
2018-01-03,2463.26,2474.76,2430.69,2463.25,20684563
2018-01-04,2473.23,2536.84,2473.23,2533.17,30459124
2018-01-05,2530.77,2538.34,2514.09,2529.55,24857953
2018-01-08,2534.53,2551.32,2529.45,2548.61,20115690
2018-01-09,2552.5,2555.69,2522.21,2528.38,23981600
2018-01-10,2531.05,2531.6,2499.76,2511.27,20884553
2018-01-11,2517.35,2534.56,2504.67,2534.56,24590451
2018-01-12,2536.81,2550.79,2527.02,2539.29,17336808
2018-01-15,2535.37,2546.66,2523.83,2542.65,9109497
2018-01-16,2541.61,2602.34,2529.68,2591.1,30688753
2018-01-17,2587.72,2606.59,2584.69,2600.37,20608070
2018-01-18,2604.79,2610.63,2591.22,2591.22,17710495
2018-01-19,2592.75,2604.46,2589.89,2601.82,14913658
2018-01-22,2600.44,2621.93,2599.95,2620.87,17117639
2018-01-23,2629.53,2650.16,2613.07,2630.37,28512840
2018-01-24,2629.4,2630.21,2606.34,2621.59,19309927
2018-01-25,2614.92,2616.47,2587.95,2589.3,20922649
2018-01-26,2592.23,2601.99,2587.26,2600.48,19188796
2018-01-29,2599.2,2607.83,2583.4,2593.4,14459321
2018-01-30,2581.75,2581.75,2557.59,2566.14,17764773
2018-01-31,2565.29,2577.48,2553.81,2553.81,17988261
2018-02-01,2558.83,2580.23,2511.05,2534.21,17526649
2018-02-02,2526.55,2530.02,2502.95,2507.24,17744079
2018-02-05,2492.39,2508.7,2482.56,2505.98,17943951
2018-02-06,2445.53,2450.47,2401.89,2412.03,32490058
2018-02-07,2426.89,2441.67,2421.19,2441.67,26692347
2018-02-08,2440.29,2445.8,2406.48,2406.48,21040292
2018-02-09,2396.78,2409.64,2375.41,2382.79,32361862
2018-02-12,2402.18,2430.88,2402.18,2414.41,15319638
2018-02-13,2417.65,2431.67,2416.23,2431.67,19282376
2018-02-14,2439.12,2449.79,2413.79,2449.79,19553217
2018-02-15,2461.15,2473.58,2423.57,2423.57,17931321
2018-02-16,2445.4,2448.61,2396.54,2406.96,13445801
2018-02-19,2409.93,2420.91,2399.39,2408.49,7388012
2018-02-20,2404.56,2415.33,2392.16,2413.23,7938083
2018-02-21,2409.27,2411.07,2392.71,2405.47,18149909
2018-02-22,2389.87,2416.42,2372.06,2410.69,26234283
2018-02-23,2412.41,2427.26,2393.61,2406.11,16006759
2018-02-26,2418.02,2429.68,2403.09,2408.63,11836372
2018-02-27,2417.07,2429.65,2411.49,2421.51,23939840
2018-02-28,2410.71,2410.71,2364.32,2364.32,34958242
2018-03-01,2361.73,2365.51,2316.63,2334.96,30069522
2018-03-02,2327.98,2330.15,2298.69,2314.23,23190408
2018-03-05,2303.1,2330.1,2296.48,2330.1,14018445
2018-03-06,2344.54,2351.07,2331.3,2339.51,18832716
2018-03-07,2327.37,2363.38,2317.42,2359.57,25345728
2018-03-08,2362.53,2362.53,2320.21,2322.09,23039122
2018-03-09,2322.03,2354.54,2295.87,2354.54,23878302
2018-03-12,2362.62,2380.48,2359.56,2378.72,17165272
2018-03-13,2379.28,2380.12,2349.35,2353.02,23987095
2018-03-14,2353.74,2355.06,2332.48,2335.97,28553855
2018-03-15,2343.78,2354.45,2319.47,2321.87,21050176
2018-03-16,2320.19,2324.41,2280.75,2285.08,62261625
2018-03-19,2285.14,2291,2248.53,2248.53,16195571
2018-03-20,2250.26,2278.69,2237.96,2272.09,22177164
2018-03-21,2268.87,2322.94,2268.87,2320.77,26436072
2018-03-22,2313.07,2329.54,2266.96,2274.1,28591145
2018-03-23,2254.88,2265.16,2230.87,2257.22,22170863
2018-03-26,2260.83,2270.45,2238.74,2240.65,16786155
2018-03-27,2258.98,2283.33,2246.32,2246.32,19027476
2018-03-28,2238.85,2238.85,2192.91,2203.7,28633261
2018-03-29,2215.94,2227.06,2210.26,2210.38,17310444
2018-04-03,2211.17,2249.4,2199.53,2239.15,18921365
2018-04-04,2238.25,2238.25,2197.99,2200.99,20729188
2018-04-05,2222.86,2247.25,2222.86,2243.58,16919528
2018-04-06,2244.33,2268.22,2231.61,2258.8,16916600
2018-04-09,2261.72,2288.2,2248.23,2262.16,23026883
2018-04-10,2280.21,2287.35,2253.65,2274.81,30394054
2018-04-11,2274.22,2287.53,2254.2,2271.93,25202177
2018-04-12,2270.78,2310.67,2267.99,2306.44,21914999
2018-04-13,2310.75,2321.97,2304.72,2310.32,18521659
2018-04-16,2311.13,2313.96,2291.08,2300.2,10682603
2018-04-17,2304.58,2310.61,2291.39,2307.95,16627257
2018-04-18,2306.43,2316.06,2293.11,2315.5,20963469
2018-04-19,2310.94,2341.94,2308.03,2324.73,17008390
